,batch_size,cnn,cnn_train,dataset,dropout,epochs,final lr,initial_weights,last test accuracy,last test loss,last train accuracy,last train loss,last validation accuracy,last validation loss,learning_rate,lstm,optimizer,seq_len,test accuracy,test loss,total epochs,train accuracy,train loss,use_aug,validation accuracy,validation loss
0,2,wrapper,retrain,hocky,0.0,30,7.81249980263965e-07,glorot_uniform,0.4650000035762787,0.6941158056259156,0.5234375,0.6918265085667372,0.46875,0.6932276487350464,0.0001,ConvLSTM2D,RMSprop,10,0.7250000238418579,0.6549796453118324,30,0.698437511920929,0.5926813439000398,True,0.699999988079071,0.00017134987865574658
1,2,wrapper,retrain,hocky,0.0,30,1.56249996052793e-06,glorot_uniform,0.8799999952316284,0.3984815389830564,0.890625,0.29352722586924074,0.8812500238418579,0.0011893410701304674,0.0001,ConvLSTM2D,RMSprop,10,0.9049999713897705,0.36090533114082973,30,0.890625,0.2877221243002168,True,0.918749988079071,1.192093321833454e-07
2,2,wrapper,retrain,hocky,0.0,30,1.56249996052793e-06,glorot_uniform,0.9049999713897705,0.36778330150775473,0.8609374761581421,0.3098212225610041,0.875,0.0011845967965200543,0.0001,ConvLSTM2D,RMSprop,10,0.9150000214576721,0.3087825503488557,30,0.885937511920929,0.2803796610878635,True,0.9437500238418579,1.192093321833454e-07
3,2,wrapper,retrain,hocky,0.0,30,3.906250185536919e-06,glorot_uniform,0.46000000834465027,0.6951556766033172,0.49531251192092896,0.6935360886156559,0.46875,0.6933475732803345,0.001,ConvLSTM2D,RMSprop,10,0.4699999988079071,0.6931922107934951,30,0.5531250238418579,0.6913959808647633,True,0.5625,0.6617850065231323
4,2,wrapper,retrain,hocky,0.0,30,3.906249901319825e-07,glorot_uniform,0.9100000262260437,0.3976914711022684,0.8453124761581421,0.2942484076047549,0.8812500238418579,0.04533446952700615,0.0001,ConvLSTM2D,RMSprop,5,0.9150000214576721,0.33135890582576394,30,0.8453124761581421,0.2942484076047549,True,0.9375,1.0960467022869125e-07
5,2,wrapper,retrain,hocky,0.0,30,1.56249996052793e-06,glorot_uniform,0.8999999761581421,0.7847427374926981,0.989062488079071,0.022459341839068992,0.875,3.844144885079004e-06,0.0001,ConvLSTM2D,RMSprop,5,0.9100000262260437,0.3428497478655481,30,0.9984375238418579,0.004539548980480368,False,0.956250011920929,1.0000001537946446e-07
6,2,wrapper,retrain,hocky,0.5,30,3.12499992105586e-06,glorot_uniform,0.8700000047683716,0.3243516631239754,0.6859375238418579,0.6454656323901873,0.8812500238418579,0.03902224451303482,0.0001,ConvLSTM2D,RMSprop,5,0.8799999952316284,0.31440620243251033,30,0.723437488079071,0.5709931311939727,True,0.925000011920929,0.00805816799402237
7,2,wrapper,static,hocky,0.0,30,3.906249901319825e-07,glorot_uniform,0.6100000143051147,0.6912951664626599,0.7953125238418579,0.41268988100928256,0.543749988079071,0.3152695894241333,0.0001,ConvLSTM2D,RMSprop,5,0.7049999833106995,0.5722166862338781,30,0.824999988079071,0.39809235944412646,True,0.762499988079071,0.07665202766656876
