,acc,loss,lr,test accuracy,test loss,val_acc,val_loss
0,0.6937500238418579,0.6074651473201811,9.999999747378752e-05,0.7799999713897705,0.4585869168117642,0.8374999761581421,0.3320719003677368
1,0.6640625,0.6378428375348448,9.999999747378752e-05,0.7400000095367432,0.49360786471515894,0.7875000238418579,0.4635934829711914
2,0.692187488079071,0.626607124810107,9.999999747378752e-05,0.7649999856948853,0.4959795219544321,0.84375,1.691756010055542
3,0.7359374761581421,0.5763008216279559,9.999999747378752e-05,0.8650000095367432,0.3639781658165157,0.8999999761581421,0.23653048276901245
4,0.7093750238418579,0.5716803879797225,9.999999747378752e-05,0.7350000143051147,0.5859569895642927,0.8687499761581421,0.15990492701530457
5,0.6953125,0.5955132403702009,9.999999747378752e-05,0.7649999856948853,0.9238165226756614,0.8374999761581421,0.00012115519348299131
6,0.6796875,0.6588098336185795,9.999999747378752e-05,0.4650000035762787,0.8954978555440902,0.4749999940395355,0.8522215485572815
7,0.703125,0.5687479707761668,9.999999747378752e-05,0.875,0.42272076100078265,0.862500011920929,0.02504670061171055
8,0.737500011920929,0.5512768480024534,9.999999747378752e-05,0.8450000286102295,0.42451909782677916,0.8062499761581421,0.05005817487835884
9,0.7359374761581421,0.5389519207121338,4.999999873689376e-05,0.8799999952316284,0.3087825503488557,0.918749988079071,0.2125696837902069
10,0.7734375,0.502133144353138,4.999999873689376e-05,0.875,0.4191091358826874,0.8687499761581421,0.09527319669723511
11,0.7906249761581421,0.46249023956806923,4.999999873689376e-05,0.8450000286102295,0.48376910240331755,0.918749988079071,0.003840268589556217
12,0.809374988079071,0.411933515725832,2.499999936844688e-05,0.8450000286102295,0.4998006928211703,0.800000011920929,1.347021460533142
13,0.817187488079071,0.4066386420978233,2.499999936844688e-05,0.8299999833106995,0.5112246073718625,0.8374999761581421,0.005047846585512161
14,0.8421875238418579,0.3774739995089476,2.499999936844688e-05,0.8949999809265137,0.3850275686214873,0.8374999761581421,0.003979980479925871
15,0.8453124761581421,0.3672814842866501,1.249999968422344e-05,0.8799999952316284,0.3961409874739761,0.8812500238418579,0.00935868825763464
16,0.8265625238418579,0.3940089475217974,1.249999968422344e-05,0.8849999904632568,0.3967049399696619,0.887499988079071,0.004212853033095598
17,0.846875011920929,0.3598730127305316,1.249999968422344e-05,0.9049999713897705,0.3836563466430502,0.875,1.192093321833454e-07
18,0.8421875238418579,0.39110608438859346,1.249999968422344e-05,0.9150000214576721,0.3645149532821814,0.887499988079071,0.13236412405967712
19,0.859375,0.33453594082166094,1.249999968422344e-05,0.8700000047683716,0.4476783435927254,0.8374999761581421,0.14501722157001495
20,0.8765624761581421,0.3251947824635863,1.249999968422344e-05,0.9049999713897705,0.37463461732157016,0.9437500238418579,1.192093321833454e-07
21,0.8500000238418579,0.3270648394693126,6.24999984211172e-06,0.8849999904632568,0.38707668783795696,0.90625,3.4182305335998535
22,0.846875011920929,0.3452472920791479,6.24999984211172e-06,0.8999999761581421,0.364373195895779,0.856249988079071,0.029558278620243073
23,0.885937511920929,0.2873736410325364,6.24999984211172e-06,0.9049999713897705,0.3619404777763859,0.9437500238418579,0.0025823500473052263
24,0.8609374761581421,0.329177966053976,3.12499992105586e-06,0.9150000214576721,0.34923218914563475,0.90625,0.006622456479817629
25,0.8734375238418579,0.2803796610878635,3.12499992105586e-06,0.8999999761581421,0.3843729119359412,0.887499988079071,0.27372536063194275
26,0.864062488079071,0.3144655435333334,3.12499992105586e-06,0.8949999809265137,0.3843200159042459,0.925000011920929,0.0026001883670687675
27,0.8734375238418579,0.3220223482261645,1.56249996052793e-06,0.8799999952316284,0.3811987715635766,0.862500011920929,0.042281147092580795
28,0.871874988079071,0.33227024842926767,1.56249996052793e-06,0.8899999856948853,0.37662719719891075,0.84375,0.4228411316871643
29,0.8609374761581421,0.3098212225610041,1.56249996052793e-06,0.9049999713897705,0.36778330150775473,0.875,0.0011845967965200543
